symbol,timeframe,side,setup,status,signal_ts,signal_time_utc,age_bars,score,grade,last_price,ema200,atr14,trigger,stop,target_1r,target_2r,target_3r,structure_target,structure_target_r,risk_pct,quote_volume_24h,touch_count,cross_count,ema_slope_atr,distance_from_ema_atr,volume_ratio,trigger_ts,trigger_time_utc,invalidation_ts,invalidation_time_utc,current_r,no_chase,reasons,warnings,score_components,is_recent,state_change
PAXGUSDT,1D,LONG,EMA_REJECTION,AMBIGUOUS,1786924800000,2026-08-17T00:00+00:00,8,53.899089061126524,D,4593.16,4357.568422745265,64.4054295910887,4423.09,4351.11,4495.070000000001,4567.050000000001,4639.030000000002,4442.95,0.27590997499304726,1.6273691016913623,11419262.125908,2,1,0.030426357136520945,0.9617446486733132,1.092309632741957,1787011200000.0,2026-08-18T00:00+00:00,1787011200000.0,2026-08-18T00:00+00:00,2.362739649902731,False,EMA sweep/touch closed back on the defended side; second EMA test episode; 4H regime aligns,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 0.8894295755609531, 'range': 1.705395914200361, 'ema_slope': 0.30426357136520943, 'touch_freshness': 5.0, 'cleanliness': 6.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
PAXGUSDT,1D,LONG,EMA_REJECTION,AMBIGUOUS,1786492800000,2026-08-12T00:00+00:00,13,51.683506887341636,D,4593.16,4356.360590055822,70.76315905335596,4438.33,4349.27,4527.389999999999,4616.449999999999,4705.509999999998,4540.56,1.147877835167315,2.006610594525407,11419262.125908,1,1,-0.10302497485264747,0.7520779266517736,1.397601677286583,1786579200000.0,2026-08-13T00:00+00:00,1786579200000.0,2026-08-13T00:00+00:00,1.738490905007869,False,EMA sweep/touch closed back on the defended side; first EMA test episode; 4H regime aligns,EMA slope opposes the setup; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 3.0371819960861894, 'rejection_wick': 0.6456621004567605, 'range': 2.236962489030455, 'ema_slope': -1.2362996982317696, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': 3.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
ONDOUSDT,1D,LONG,EMA_REJECTION,AMBIGUOUS,1787529600000,2026-08-24T00:00+00:00,1,50.45849439193205,D,0.3678,0.37508026635273845,0.026889784038608446,0.38880000000000003,0.36560000000000004,0.41200000000000003,0.43520000000000003,0.45840000000000003,0.3947,0.2543103448275845,5.967078189300411,7668503.96803,3,3,-0.07825234176595486,0.2536180148367787,3.1020901582570284,1787616000000.0,2026-08-25T00:00+00:00,1787616000000.0,2026-08-25T00:00+00:00,-0.9051724137931043,False,EMA sweep/touch closed back on the defended side; volume expansion; 4H regime aligns,EMA slope opposes the setup; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 5.838509316770208, 'rejection_wick': 7.0, 'range': 1.559013176353301, 'ema_slope': -0.9390281011914583, 'touch_freshness': 2.0, 'volume_impulse': 5.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",True,NEW
MUBUSDT,4H,SHORT,EMA_REJECTION,AMBIGUOUS,1787731200000,2026-08-26T08:00+00:00,2,35.825949970902826,D,967.77,933.8230894261554,15.26250591747781,924.5,935.36,913.64,902.78,891.92,920.39,0.3784530386740339,1.1746890210924839,8596504.5852,2,5,-0.058256059640407254,-0.4241170788830145,0.7187977496997167,1787745600000.0,2026-08-26T12:00+00:00,1787745600000.0,2026-08-26T12:00+00:00,-3.9843462246777097,False,EMA sweep/touch closed back on the defended side; second EMA test episode,repeated EMA chop; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 3.988397389412495, 'rejection_wick': 7.0, 'range': 0.25499198508625565, 'ema_slope': 0.5825605964040725, 'touch_freshness': 5.0, 'cleanliness': -6.0, 'structure_room': -8.0}",True,NEW
MUBUSDT,4H,SHORT,EMA_ACCEPTANCE,AMBIGUOUS,1787716800000,2026-08-26T04:00+00:00,3,32.930518262178005,D,967.77,933.8881456012925,15.830390988053027,924.5,936.62,912.38,900.26,888.14,920.39,0.33910891089109013,1.3109789075175775,8596504.5852,2,5,-0.06749812633981918,-0.41553904804101327,0.16009212215294416,1787745600000.0,2026-08-26T12:00+00:00,1787745600000.0,2026-08-26T12:00+00:00,-3.5701320132013175,False,decisive body displacement through the EMA; second EMA test episode,repeated EMA chop; weak signal-candle volume; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'body_displacement': 3.377469748347836, 'body_quality': 5.280948200175642, 'ema_displacement': 2.597119050256333, 'ema_slope': 0.6749812633981918, 'touch_freshness': 5.0, 'cleanliness': -6.0, 'volume_impulse': -3.0, 'structure_room': -8.0}",True,NEW
BMTUSDT,1D,LONG,EMA_ACCEPTANCE,EXPIRED,1786233600000,2026-08-09T00:00+00:00,16,75.17389580442405,B,0.02141,0.018140276429725495,0.0026216277145500325,0.043620000000000006,0.013070000000000002,0.07417000000000001,0.10472000000000001,0.13527,,,70.03668042182485,29761457.745324,1,1,-0.15069675961476872,5.675757655326898,308.9899875735858,,,,,-0.7270049099836335,False,decisive body displacement through the EMA; first EMA test episode; volume expansion; 4H regime aligns,EMA slope opposes the setup,"{'valid_setup': 45.0, 'body_displacement': 8.0, 'body_quality': 4.982256919801278, 'ema_displacement': 5.0, 'ema_slope': -1.8083611153772248, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'mtf_alignment': 5.0}",False,NEW
ETHUSDT,1D,LONG,EMA_ACCEPTANCE,EXPIRED,1787097600000,2026-08-19T00:00+00:00,6,74.44598087373318,B,2496.02,2164.313843191164,73.48160212298558,2546.79,1905.99,3187.59,3828.39,4469.19,,,25.161085130693934,584688160.067198,1,1,-0.3402274485608317,1.2041947134023796,5.161081131390926,,,,,-0.07922908863920097,False,decisive body displacement through the EMA; first EMA test episode; volume expansion; 4H regime aligns,EMA slope opposes the setup,"{'valid_setup': 45.0, 'body_displacement': 8.0, 'body_quality': 5.528710256463164, 'ema_displacement': 5.0, 'ema_slope': -4.082729382729981, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'liquidity': 3.0, 'mtf_alignment': 5.0}",False,NEW
NEARUSDT,4H,LONG,EMA_REJECTION,EXPIRED,1787371200000,2026-08-22T04:00+00:00,27,70.85263731308815,B,1.865,1.7233946563305456,0.0906709581137429,2.148,1.713,2.583,3.0180000000000002,3.4530000000000003,,,20.251396648044697,21351348.8448,3,0,0.1999926777800044,2.984476499410003,6.772584430511496,,,,,-0.6505747126436784,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; volume expansion; 1D regime aligns,,"{'valid_setup': 45.0, 'close_quality': 3.85271053528811, 'rejection_wick': 7.0, 'range': 5.0, 'ema_slope': 1.999926777800044, 'touch_freshness': 2.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'mtf_alignment': 5.0}",False,NEW
MUBUSDT,4H,SHORT,EMA_REJECTION,EXPIRED,1787659200000,2026-08-25T12:00+00:00,7,52.61967823290077,D,967.77,934.0008700813227,17.554368901545647,916.66,946.6800000000001,886.6399999999999,856.6199999999998,826.5999999999997,901.4,0.508327781479012,3.2749329086029824,8596504.5852,2,3,-0.06536522613804116,-0.43925646798067236,10.465834212948094,,,,,-1.7025316455696153,False,EMA sweep/touch closed back on the defended side; second EMA test episode; volume expansion,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 5.123809523809518, 'rejection_wick': 7.0, 'range': 4.842216447710835, 'ema_slope': 0.6536522613804115, 'touch_freshness': 5.0, 'volume_impulse': 5.0, 'structure_room': -8.0}",False,NEW
HEIUSDT,1D,LONG,EMA_REJECTION,EXPIRED,1786665600000,2026-08-14T00:00+00:00,11,50.09868931471888,D,0.1535,0.1219474875454473,0.04627479317927535,0.17830000000000001,0.11720000000000001,0.2394,0.3005,0.36160000000000003,0.1985,0.33060556464811774,34.26808749298934,11462895.22982,3,1,0.1157170529614986,0.7229100371114087,5.18693086270793,,,,,-0.40589198036006574,False,EMA sweep/touch closed back on the defended side; volume expansion; 4H regime aligns,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 2.756005056890018, 'rejection_wick': 0.22025565388397111, 'range': 2.9652580743299053, 'ema_slope': 1.157170529614986, 'touch_freshness': 2.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
HEIUSDT,1D,LONG,EMA_REJECTION,EXPIRED,1787184000000,2026-08-20T00:00+00:00,5,47.91725271982261,D,0.1535,0.12249553873435075,0.03826490378568678,0.1496,0.11850000000000001,0.18070000000000003,0.21180000000000002,0.2429,0.1592,0.3086816720257234,20.788770053475936,11462895.22982,2,0,0.030671706409211016,0.39996079309035093,0.9683225477932004,,,,,0.1254019292604497,False,EMA sweep/touch closed back on the defended side; second EMA test episode; 4H regime aligns,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 2.6381284221005545, 'rejection_wick': 2.8184281842818417, 'range': 1.1539790493481068, 'ema_slope': 0.30671706409211014, 'touch_freshness': 5.0, 'cleanliness': 6.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
