symbol,timeframe,side,setup,status,signal_ts,signal_time_utc,age_bars,score,grade,last_price,ema200,atr14,trigger,stop,target_1r,target_2r,target_3r,structure_target,structure_target_r,risk_pct,quote_volume_24h,touch_count,cross_count,ema_slope_atr,distance_from_ema_atr,volume_ratio,trigger_ts,trigger_time_utc,invalidation_ts,invalidation_time_utc,current_r,no_chase,reasons,warnings,score_components,is_recent,state_change
FFUSDT,1D,LONG,EMA_ACCEPTANCE,TRIGGERED,1787443200000,2026-08-23T00:00+00:00,2,86.07157567312954,A,0.09556,0.08269569505631295,0.0045239358879124725,0.09591000000000001,0.07833000000000001,0.11349000000000001,0.13107000000000002,0.14865,,,18.329684078823895,9928368.612724,1,1,-0.30313232191164147,0.832086271104086,7.951208066571577,1787616000000.0,2026-08-25T00:00+00:00,,,-0.01990898748577947,False,decisive body displacement through the EMA; first EMA test episode; volume expansion; 4H regime aligns,EMA slope opposes the setup,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 8.0, 'body_quality': 3.7091635360692354, 'ema_displacement': 5.0, 'ema_slope': -3.6375878629396974, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'mtf_alignment': 5.0}",False,NEW
PAXGUSDT,1D,LONG,FAILED_ACCEPTANCE,TRIGGERED,1787097600000,2026-08-19T00:00+00:00,6,83.38732556116857,A,4593.16,4358.748361900331,75.83789592292852,4517.77,4326.37,4709.170000000001,4900.5700000000015,5091.970000000002,,,4.236603457015309,11419262.125908,2,3,0.0458621965611848,1.8245711647945997,2.853641321852157,1787184000000.0,2026-08-20T00:00+00:00,,,0.393887147335419,False,decisive body displacement through the EMA; second EMA test episode; volume expansion; 4H regime aligns,,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 8.0, 'body_quality': 5.928703595556719, 'ema_displacement': 5.0, 'ema_slope': 0.458621965611848, 'touch_freshness': 5.0, 'volume_impulse': 5.0, 'mtf_alignment': 5.0}",False,NEW
TAOUSDT,1D,LONG,EMA_ACCEPTANCE,TRIGGERED,1787443200000,2026-08-23T00:00+00:00,2,82.79056106031622,A,231.2,235.22803239616115,13.374565883892013,246.0,214.5,277.5,309.0,340.5,291.6,1.4476190476190482,12.804878048780488,17472239.10095,1,1,-0.20345803932252438,0.18482600671293634,3.6256533433897755,1787616000000.0,2026-08-25T00:00+00:00,,,-0.4698412698412702,False,decisive body displacement through the EMA; first EMA test episode; volume expansion; 4H regime aligns,EMA slope opposes the setup,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 7.626415757003828, 'body_quality': 3.450479233226832, 'ema_displacement': 1.155162541955852, 'ema_slope': -2.4414964718702925, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'mtf_alignment': 5.0}",False,NEW
TRUMPUSDT,1D,SHORT,EMA_ACCEPTANCE,TRIGGERED,1787529600000,2026-08-24T00:00+00:00,1,81.01805296537445,A,2.264,2.613928970418745,0.27455507886313985,2.339,2.6430000000000002,2.0349999999999997,1.7309999999999994,1.4269999999999992,1.779,1.8421052631578934,12.997007268063287,29085536.200498,1,2,-0.2948363119038772,-0.8010377055467801,15.826548744167546,1787616000000.0,2026-08-25T00:00+00:00,,,0.24671052631578985,False,decisive body displacement through the EMA; EMA slope supports direction; first EMA test episode; volume expansion,4H regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 5.58479318496843, 'body_quality': 5.4848966613672445, 'ema_displacement': 5.0, 'ema_slope': 2.948363119038772, 'touch_freshness': 8.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'mtf_alignment': -5.0}",True,NEW
PAXGUSDT,1D,LONG,EMA_REJECTION,TRIGGERED,1787097600000,2026-08-19T00:00+00:00,6,80.27143184938004,A,4593.16,4358.748361900331,75.83789592292852,4517.77,4326.37,4709.170000000001,4900.5700000000015,5091.970000000002,,,4.236603457015309,11419262.125908,2,3,0.0458621965611848,1.8245711647945997,2.853641321852157,1787184000000.0,2026-08-20T00:00+00:00,,,0.393887147335419,False,EMA sweep/touch closed back on the defended side; second EMA test episode; volume expansion; 4H regime aligns,,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 10.0, 'rejection_wick': 0.8128098837681862, 'range': 5.0, 'ema_slope': 0.458621965611848, 'touch_freshness': 5.0, 'volume_impulse': 5.0, 'mtf_alignment': 5.0}",False,NEW
ADAUSDT,1D,SHORT,EMA_REJECTION,TRIGGERED,1787356800000,2026-08-22T00:00+00:00,3,77.87809751758509,B,0.2082,0.2525804747290685,0.014422995175807272,0.2087,0.2585,0.15889999999999999,0.10909999999999997,0.059299999999999964,0.1859,0.45783132530120446,23.86200287494011,21306939.22795,1,0,-0.45002173332532824,-1.8429233598894814,6.462629572453186,1787616000000.0,2026-08-25T00:00+00:00,,,0.010040160642570288,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; first EMA test episode; volume expansion,less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 4.377880184331803, 'rejection_wick': 7.0, 'range': 5.0, 'ema_slope': 4.500217333253282, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
NVDABUSDT,4H,SHORT,EMA_REJECTION,TRIGGERED,1787572800000,2026-08-24T12:00+00:00,13,77.54236775753894,B,218.53,215.00525772447568,1.8973935559464605,208.91,215.92000000000002,201.89999999999998,194.88999999999996,187.87999999999994,,,3.3555119429419458,5157527.95871,3,1,0.07029269148907995,-2.4745829402448805,7.533309167038073,1787587200000.0,2026-08-24T16:00+00:00,,,-1.3723252496433636,False,EMA sweep/touch closed back on the defended side; volume expansion,EMA slope opposes the setup,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 8.604128346617566, 'rejection_wick': 2.7817517087903316, 'range': 5.0, 'ema_slope': -0.8435122978689593, 'touch_freshness': 2.0, 'cleanliness': 6.0, 'volume_impulse': 5.0}",False,NEW
TRUMPUSDT,1D,SHORT,EMA_REJECTION,TRIGGERED,1787529600000,2026-08-24T00:00+00:00,1,77.06815244531272,B,2.264,2.613928970418745,0.27455507886313985,2.339,2.6430000000000002,2.0349999999999997,1.7309999999999994,1.4269999999999992,1.779,1.8421052631578934,12.997007268063287,29085536.200498,1,2,-0.2948363119038772,-0.8010377055467801,15.826548744167546,1787616000000.0,2026-08-25T00:00+00:00,,,0.24671052631578985,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; first EMA test episode; volume expansion,4H regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 9.073359073359054, 'rejection_wick': 0.6306306306306307, 'range': 2.4157996222842564, 'ema_slope': 2.948363119038772, 'touch_freshness': 8.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'mtf_alignment': -5.0}",True,NEW
ASTERUSDT,4H,LONG,EMA_REJECTION,TRIGGERED,1787457600000,2026-08-23T04:00+00:00,21,76.69903613652893,B,0.713,0.6215241376380609,0.03164105200968312,0.648,0.617,0.679,0.7100000000000001,0.7410000000000001,0.748,3.2258064516128995,4.7839506172839545,5926555.92833,3,0,0.16766242925035624,0.6787341443440894,0.8177232593664212,1787472000000.0,2026-08-23T08:00+00:00,,,2.0967741935483835,True,EMA sweep/touch closed back on the defended side; EMA slope supports direction,DO NOT CHASE: price is already at least 0.75R beyond trigger; 1D regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 9.714285714285714, 'rejection_wick': 7.0, 'range': 1.3081261297396505, 'ema_slope': 1.6766242925035624, 'touch_freshness': 2.0, 'cleanliness': 6.0, 'structure_room': 5.0, 'mtf_alignment': -5.0}",False,NEW
PAXGUSDT,1D,LONG,EMA_ACCEPTANCE,TRIGGERED,1786320000000,2026-08-10T00:00+00:00,15,76.04089082295862,B,4593.16,4355.6867841429585,70.46117854708741,4429.43,4307.92,4550.9400000000005,4672.450000000001,4793.960000000001,4540.56,0.9145749321043528,2.743242358497599,11419262.125908,1,1,-0.19997990218302453,0.5881709149861325,1.4793865033242612,1786492800000.0,2026-08-12T00:00+00:00,,,1.3474611143115733,True,decisive body displacement through the EMA; first EMA test episode; 4H regime aligns,EMA slope opposes the setup; less than 1.25R to nearby structure; DO NOT CHASE: price is already at least 0.75R beyond trigger,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 6.406364601158936, 'body_quality': 5.358216829332644, 'ema_displacement': 3.6760682186633282, 'ema_slope': -2.3997588261962943, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': 3.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
USD1USDT,4H,SHORT,EMA_REJECTION,TRIGGERED,1787745600000,2026-08-26T12:00+00:00,1,75.84790652417102,B,0.9997,0.9999867316667285,0.00019658551173121517,0.9997800000000001,1.0000200000000001,0.9995400000000001,0.9993000000000001,0.9990600000000001,0.99972,0.2500000000002313,0.024005281161857402,157894887.47753,2,2,-0.10687097464749795,-0.5937958789558947,1.8282929339440839,1787760000000.0,2026-08-26T16:00+00:00,,,0.33333333333364173,False,EMA sweep/touch closed back on the defended side; second EMA test episode; volume expansion; 1D regime aligns,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 3.4013605442090533, 'rejection_wick': 7.0, 'range': 2.3778362334869843, 'ema_slope': 1.0687097464749795, 'touch_freshness': 5.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'liquidity': 3.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",True,NEW
LTCUSDT,1D,SHORT,EMA_REJECTION,TRIGGERED,1787356800000,2026-08-22T00:00+00:00,3,75.62838210698638,B,49.84,54.25754967416424,1.8529599755032726,50.31,55.46,45.160000000000004,40.010000000000005,34.86000000000001,45.75,0.8854368932038842,10.236533492347442,23674734.77632,1,0,-0.4292078384717748,-0.9754931018805716,5.954890738339048,1787616000000.0,2026-08-25T00:00+00:00,,,0.0912621359223299,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; first EMA test episode; volume expansion,less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 2.4227234753550473, 'rejection_wick': 6.91358024691358, 'range': 5.0, 'ema_slope': 4.2920783847177475, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
EURIUSDT,1D,LONG,EMA_REJECTION,TRIGGERED,1787097600000,2026-08-19T00:00+00:00,6,74.06466848108238,B,1.1649,1.1571865681751963,0.004533087031507287,1.1688,1.1566,1.181,1.1932,1.2054,,,1.0438056125941126,13529163.76902,5,1,0.010104999534010868,2.4075054701023118,1.2994239060797992,1787184000000.0,2026-08-20T00:00+00:00,,,-0.31967213114754245,False,EMA sweep/touch closed back on the defended side; 4H regime aligns,EMA is heavily tested,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 10.0, 'rejection_wick': 0.9636184857422659, 'range': 5.0, 'ema_slope': 0.10104999534010868, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'volume_impulse': 3.0, 'mtf_alignment': 5.0}",False,NEW
UNIUSDT,1D,LONG,EMA_ACCEPTANCE,TRIGGERED,1787270400000,2026-08-21T00:00+00:00,4,73.77132948082873,B,4.338,3.8781825527063485,0.24815177790443282,4.448,3.742,5.154000000000001,5.860000000000001,6.566000000000002,,,15.872302158273389,13417021.14531,4,2,-0.16326148006437585,1.0349208434547497,2.485605905537224,1787443200000.0,2026-08-23T00:00+00:00,,,-0.15580736543909385,False,decisive body displacement through the EMA; volume expansion; 4H regime aligns,EMA slope opposes the setup; EMA is heavily tested,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 8.0, 'body_quality': 5.730467241601232, 'ema_displacement': 5.0, 'ema_slope': -1.9591377607725102, 'touch_freshness': -5.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'mtf_alignment': 5.0}",False,NEW
TUTUSDT,4H,LONG,EMA_REJECTION,TRIGGERED,1787587200000,2026-08-24T16:00+00:00,12,73.3743115925272,B,0.04958,0.042216788725873,0.010911015809204717,0.05086,0.04111,0.060610000000000004,0.07036,0.08011000000000001,0.06049,0.9876923076923075,19.170271333071177,28582153.75345,3,0,0.1822448133087875,0.6372652551984347,1.0927129888943508,1787745600000.0,2026-08-26T12:00+00:00,,,-0.13128205128205162,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; 1D regime aligns,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 8.516483516483515, 'rejection_wick': 5.833333333333341, 'range': 1.2020466096224827, 'ema_slope': 1.822448133087875, 'touch_freshness': 2.0, 'cleanliness': 6.0, 'liquidity': 2.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
EDENUSDT,4H,LONG,EMA_REJECTION,TRIGGERED,1787371200000,2026-08-22T04:00+00:00,27,72.96722788785385,B,0.06667,0.04663342601393894,0.004145341626058267,0.058170000000000006,0.046200000000000005,0.07014000000000001,0.08211000000000002,0.09408000000000001,0.06263,0.37259816207184615,20.577617328519857,16607385.892384,1,0,0.22117693725700074,1.7625987542572592,2.138182239418392,1787716800000.0,2026-08-26T04:00+00:00,,,0.7101086048454458,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; first EMA test episode; volume expansion,less than 1.25R to nearby structure; 1D regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 3.75545851528384, 'rejection_wick': 7.0, 'range': 5.0, 'ema_slope': 2.211769372570007, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
EDENUSDT,1D,SHORT,EMA_REJECTION,TRIGGERED,1786752000000,2026-08-15T00:00+00:00,10,70.91702315795497,B,0.06667,0.06319906621995275,0.008735303159418738,0.042870000000000005,0.06409000000000001,0.021650000000000003,0.0004299999999999998,-0.020790000000000003,0.0375,0.25306314797361007,49.49848378819687,16607385.892384,1,2,-0.18715418335765133,-2.26312308332848,6.779047652083227,1786838400000.0,2026-08-16T00:00+00:00,,,-1.1215834118755883,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; first EMA test episode; volume expansion,less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 10.0, 'rejection_wick': 2.0454813243784633, 'range': 5.0, 'ema_slope': 1.8715418335765133, 'touch_freshness': 8.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
PROMUSDT,1D,LONG,EMA_ACCEPTANCE,TRIGGERED,1787270400000,2026-08-21T00:00+00:00,4,70.32314985949361,B,4.168,2.4178933684196537,0.41797877224542646,3.0660000000000003,2.1270000000000002,4.005000000000001,4.944000000000001,5.883000000000001,3.627,0.5974440894568684,30.626223091976517,11987251.93997,2,3,-0.036367063813673155,0.5935866796476074,3.818933945631043,1787443200000.0,2026-08-23T00:00+00:00,,,1.1735889243876463,True,decisive body displacement through the EMA; second EMA test episode; volume expansion; 4H regime aligns,EMA slope opposes the setup; less than 1.25R to nearby structure; DO NOT CHASE: price is already at least 0.75R beyond trigger,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 7.145498443908946, 'body_quality': 3.9041394335511983, 'ema_displacement': 3.709916747797546, 'ema_slope': -0.43640476576407783, 'touch_freshness': 5.0, 'volume_impulse': 5.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
SKHYBUSDT,4H,LONG,EMA_ACCEPTANCE,TRIGGERED,1787630400000,2026-08-25T04:00+00:00,9,69.8122377760999,B,164.06,156.3065392006662,3.634703440365121,161.21,154.34,168.08,174.95000000000002,181.82000000000002,165.76,0.6622998544395895,4.261522238074564,5149388.60379,2,2,0.07910291518323537,0.5071832763194057,2.0222205444358656,1787702400000.0,2026-08-26T00:00+00:00,,,0.4148471615720513,False,decisive body displacement through the EMA; second EMA test episode; volume expansion,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 6.951507070994622, 'body_quality': 4.899806076276647, 'ema_displacement': 3.1698954769962855, 'ema_slope': 0.7910291518323537, 'touch_freshness': 5.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'structure_room': -8.0}",False,NEW
NVDABUSDT,4H,SHORT,EMA_REJECTION,TRIGGERED,1787716800000,2026-08-26T04:00+00:00,3,68.61920015420603,B,218.53,214.6808564091807,1.8700112150508377,213.49,214.88,212.10000000000002,210.71000000000004,209.32000000000005,207.76,4.122302158273435,0.651084359923175,5157527.95871,5,1,-0.1734755988007048,-0.5245189982211159,0.8813805656445264,1787731200000.0,2026-08-26T08:00+00:00,,,-3.6258992805755694,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction,EMA is heavily tested,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 8.206686930091516, 'rejection_wick': 3.4751773049646792, 'range': 0.2025799311427846, 'ema_slope': 1.7347559880070478, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'structure_room': 5.0}",True,NEW
EDENUSDT,1D,SHORT,FAILED_ACCEPTANCE,TRIGGERED,1786665600000,2026-08-14T00:00+00:00,11,67.87307301815038,C,0.06667,0.06339775030256534,0.007956480325527872,0.05229,0.08687,0.017710000000000004,-0.016869999999999996,-0.051449999999999996,0.04221,0.29149797570850217,66.13119143239625,16607385.892384,1,2,-0.21387992672003472,-0.5187909896944888,41.95961543944201,1786752000000.0,2026-08-15T00:00+00:00,,,-0.4158473105841524,False,decisive body displacement through the EMA; EMA slope supports direction; first EMA test episode; volume expansion,less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 8.0, 'body_quality': 2.491830065359477, 'ema_displacement': 3.2424436855905547, 'ema_slope': 2.1387992672003473, 'touch_freshness': 8.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
TUTUSDT,4H,LONG,EMA_ACCEPTANCE,TRIGGERED,1787385600000,2026-08-22T08:00+00:00,26,67.80062664994296,C,0.04958,0.03956718914888454,0.004959862477559044,0.0575,0.037860000000000005,0.07714,0.09678,0.11642,0.08787,1.5463340122199596,34.15652173913043,28582153.75345,4,3,-0.01862721359786899,0.5570337612415325,1.6252988243645365,1787428800000.0,2026-08-22T20:00+00:00,,,-0.4032586558044809,False,decisive body displacement through the EMA; volume expansion; 1D regime aligns,EMA slope opposes the setup; EMA is heavily tested,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 4.475930552599826, 'body_quality': 4.066761652757989, 'ema_displacement': 3.4814610077595773, 'ema_slope': -0.22352656317442787, 'touch_freshness': -5.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'mtf_alignment': 5.0}",False,NEW
BMTUSDT,1D,SHORT,EMA_ACCEPTANCE,TRIGGERED,1786492800000,2026-08-12T00:00+00:00,13,67.41883225591113,C,0.02141,0.01822430186039412,0.004361153822473186,0.015600000000000001,0.024730000000000002,0.00647,-0.002660000000000001,-0.011790000000000004,0.01266,0.322015334063527,58.52564102564103,29761457.745324,2,2,-0.0248675684342178,-0.3472250514510326,31.62913321348159,1786665600000.0,2026-08-14T00:00+00:00,,,-0.636363636363636,False,decisive body displacement through the EMA; second EMA test episode; volume expansion,less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 8.0, 'body_quality': 6.0, 'ema_displacement': 2.1701565715689535, 'ema_slope': 0.248675684342178, 'touch_freshness': 5.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
TUTUSDT,4H,LONG,EMA_REJECTION,TRIGGERED,1787630400000,2026-08-25T04:00+00:00,9,67.31043188200354,C,0.04958,0.042328834946616156,0.009765652963856692,0.049060000000000006,0.04134,0.05678000000000001,0.06450000000000002,0.07222000000000002,0.06049,1.480569948186527,15.735833673053412,28582153.75345,4,0,0.14688152897596793,0.4517020080182908,0.8871604700277085,1787644800000.0,2026-08-25T08:00+00:00,,,0.0673575129533669,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; 1D regime aligns,EMA is heavily tested,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 4.375804375804357, 'rejection_wick': 3.5735735735735785, 'range': 0.8922386428659289, 'ema_slope': 1.4688152897596791, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'liquidity': 2.0, 'mtf_alignment': 5.0}",False,NEW
PORTALUSDT,4H,LONG,EMA_REJECTION,TRIGGERED,1787385600000,2026-08-22T08:00+00:00,26,67.19540743634296,C,0.01595,0.011562271258283446,0.0011410130135135115,0.01468,0.011290000000000001,0.01807,0.02146,0.024849999999999997,0.02,1.5693215339233044,23.09264305177111,13115012.476934,3,3,0.006192338001023613,1.575554985285246,10.063226878434982,1787529600000.0,2026-08-24T00:00+00:00,,,0.37463126843657785,False,EMA sweep/touch closed back on the defended side; volume expansion,,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 3.1793132683340404, 'rejection_wick': 2.954170787998679, 'range': 5.0, 'ema_slope': 0.061923380010236125, 'touch_freshness': 2.0, 'volume_impulse': 5.0}",False,NEW
BICOUSDT,1D,SHORT,EMA_REJECTION,TRIGGERED,1786752000000,2026-08-15T00:00+00:00,10,67.0066806682827,C,0.02288,0.028709492142865486,0.009551770175345612,0.0198,0.029980000000000003,0.00962,-0.0005600000000000015,-0.010740000000000003,0.01454,0.5166994106090373,51.414141414141426,16711897.1102055,2,2,0.11280134935990344,-0.8353940679458156,0.8547138195957698,1786924800000.0,2026-08-17T00:00+00:00,,,-0.3025540275049115,False,EMA sweep/touch closed back on the defended side; second EMA test episode,EMA slope opposes the setup; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 10.0, 'rejection_wick': 7.0, 'range': 2.3602968606015398, 'ema_slope': -1.3536161923188412, 'touch_freshness': 5.0, 'cleanliness': 3.0, 'structure_room': -8.0}",False,NEW
SNDKBUSDT,4H,SHORT,FAILED_ACCEPTANCE,TRIGGERED,1787659200000,2026-08-25T12:00+00:00,7,66.8681991485085,C,1552.23,1518.513608761874,41.77205059477784,1486.02,1565.01,1407.03,1328.04,1249.05,1455.0,0.3927079377136344,5.315540840634717,41695300.639846,2,3,-0.0259399892696445,-0.34649026216786627,12.068894843801884,1787673600000.0,2026-08-25T16:00+00:00,,,-0.8382073680212688,False,decisive body displacement through the EMA; second EMA test episode; volume expansion,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'confirmation': 4.0, 'body_displacement': 7.3350480916612, 'body_quality': 4.108187025601682, 'ema_displacement': 2.165564138549164, 'ema_slope': 0.259399892696445, 'touch_freshness': 5.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'structure_room': -8.0}",False,NEW
NVDABUSDT,4H,SHORT,EMA_REJECTION,TRIGGERED,1787659200000,2026-08-25T12:00+00:00,7,65.24903327910071,C,218.53,214.72026903933195,2.00483144278537,210.37,214.94,205.8,201.23000000000002,196.66000000000003,207.76,0.5711159737417981,2.1723629795122847,5157527.95871,4,1,-0.16396838184927803,-1.4266880388498322,4.042551996368406,1787745600000.0,2026-08-26T12:00+00:00,,,-1.785557986870899,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; volume expansion,EMA is heavily tested; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 4.609349460607934, 'rejection_wick': 7.0, 'range': 5.0, 'ema_slope': 1.6396838184927802, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'volume_impulse': 5.0, 'structure_room': -8.0}",False,NEW
SNDKBUSDT,4H,SHORT,EMA_REJECTION,TRIGGERED,1787673600000,2026-08-25T16:00+00:00,6,64.49483205188335,C,1552.23,1518.1415330528005,42.04333269515086,1467.34,1522.3600000000001,1412.3199999999997,1357.2999999999995,1302.2799999999993,1418.51,0.8874954561977416,3.749642209712828,41695300.639846,2,3,-0.03733766122434852,-0.88055657531332,1.7960500778214201,1787702400000.0,2026-08-26T00:00+00:00,,,-1.5428934932751686,False,EMA sweep/touch closed back on the defended side; second EMA test episode; volume expansion,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 5.652214802971921, 'rejection_wick': 3.0312339989759605, 'range': 2.4380066376919864, 'ema_slope': 0.3733766122434852, 'touch_freshness': 5.0, 'volume_impulse': 5.0, 'liquidity': 2.0, 'structure_room': -8.0}",True,NEW
ACEUSDT,1D,LONG,EMA_REJECTION,TRIGGERED,1787011200000,2026-08-18T00:00+00:00,7,63.78088112577438,C,0.2176,0.14124047956641556,0.05454238439784267,0.24280000000000002,0.1356,0.35000000000000003,0.45720000000000005,0.5644,0.3784,1.2649253731343282,44.1515650741351,6395440.01191,4,5,0.019417912132980733,1.5760132488264382,10.515228681792214,1787097600000.0,2026-08-19T00:00+00:00,,,-0.23507462686567188,False,EMA sweep/touch closed back on the defended side; volume expansion; 4H regime aligns,EMA is heavily tested; repeated EMA chop,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 9.569450783508294, 'rejection_wick': 1.1264939060466217, 'range': 4.890757314889654, 'ema_slope': 0.19417912132980733, 'touch_freshness': -5.0, 'cleanliness': -6.0, 'volume_impulse': 5.0, 'mtf_alignment': 5.0}",False,NEW
ONDOUSDT,4H,LONG,EMA_REJECTION,TRIGGERED,1787457600000,2026-08-23T04:00+00:00,21,62.88161197770668,C,0.3678,0.35396186794164497,0.018468055066735736,0.35950000000000004,0.34800000000000003,0.37100000000000005,0.38250000000000006,0.3940000000000001,0.3779,1.599999999999996,3.1988873435326868,7668503.96803,5,0,0.12830654564492053,0.18075168426195612,0.9290549177622789,1787472000000.0,2026-08-23T08:00+00:00,,,0.7217391304347797,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction,EMA is heavily tested; 1D regime conflicts,"{'valid_setup': 45.0, 'confirmation': 4.0, 'close_quality': 8.975979772439963, 'rejection_wick': 7.0, 'range': 0.6225667488175078, 'ema_slope': 1.2830654564492052, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'mtf_alignment': -5.0}",False,NEW
